Drama Name	Episode Number	URL	Start Time	End Time	Urdu Sentence	English Sentence	Correct/Incorrect	Correct Translation
Tark e Wafa	4	https://www.youtube.com/watch?v=BISX0uDF2aM	27:11:00	27:23:00	??? ???? ??? ?? ??? ??? ?????? ??? ???? ??? ?? ?? ??? ???? ???????	I can be bad for my mother but I can't help it.	1	I can be bad for my mother but I can't help it.
Nand	70	https://www.youtube.com/watch?v=I3_Y0nBZCkw	17:55	17:58	??? ??? ?? ???? ??	Yes I would have it	1	Yes I would have it
Ramz e Ishq	26	https://www.youtube.com/watch?v=7H_jVAS4dTs	5:47	5:50	"?? ?? ???? ????? ?? ??? ???? ??? ???? ?"	"You killed me during my life time,"	1	"You killed me during my life time,"
Nand	77	https://www.youtube.com/watch?v=dHwur79fcxA	27:13:00	27:22:00	?? ?? ??? ?????? ????	You understand everything.	1	You understand everything.
Siyah	25	https://www.youtube.com/watch?v=nANkHk63giY	15:07	15:08	"???? ? ??? ???? ???? ???"	"No, I am not ready"	1	"No, I am not ready"
Ramz e Ishq	26	https://www.youtube.com/watch?v=7H_jVAS4dTs	15:29	15:31	"???? ? ??? ??? ???? ? ?? ???? ???? ????"	"No, nothing, you go shop."	1	"No, nothing, you go shop."
Nand	89	https://www.youtube.com/watch?v=H5kJUTveOD8	19:59	20:02	"??? ???? ?? ???? ?? ?? ???? ??? ??? ??? ? ??? ????? ???? ?????"	"Your behavior with sister Gauhar was very bad, then how come the change all of a sudden?"	1	"Your behavior with sister Gauhar was very bad, then how come the change all of a sudden?"
Nand	77	https://www.youtube.com/watch?v=dHwur79fcxA	30:14:00	30:20:00	"???? ??? ??? ?? ???? ??? ?????? ??? ? ?? ??? ?? ???? ??? ??? ??"	"Right now I'm worried about sister, what will she do over there on her own"	1	"Right now I'm worried about sister, what will she do over there on her own"
Ramz e Ishq	29	https://www.youtube.com/watch?v=EbTlYrjRuMM	3:49	3:52	?? ???? ???? ???? ?? ??? ????	He was giving such a nice blessing.	1	He was giving such a nice blessing.
Raqs e Bismil	6	https://www.youtube.com/watch?v=EJ1myhjdiw8	35:46:00	35:48:00	??? ????? ?? ??? ?? ?? ???? ?? ?? ??? ???	When has it ever stopped because of any impediments?	1	When has it ever stopped because of any impediments?
Ghair	17	https://www.youtube.com/watch?v=y4B3PGPNGSA	2:55	2:59	"????? ??? ? ??? ??? ????? ?? ?? ?? ???? ?????? ??"	"brother Raza, if God wills everything will be fine"	1	"brother Raza, if God wills everything will be fine"
Ghair	10	https://www.youtube.com/watch?v=7iMm11vlmeg	33:36:00	33:39:00	??? ?? ?? ???? ??? ??? ??? ????? ?? ?? ???? ???? ???? ??	I am with her & I will always stand with her	1	I am with her & I will always stand with her
Siyah	28	https://www.youtube.com/watch?v=LPnNXsAfdYo	13:44	13:47	??? ?? ?? ???? ???? ????	I love you.	1	I love you.
Ghair	34	https://www.youtube.com/watch?v=n8de22xuFi8	2:08	2:12	"???? ???? ???? ???? ??? ??? ?? ???? ???? ????? ???? ??? ???? ??? ???? ?? ?? ???? ???? ??? ? ?? ?? ..."	"I don't understand. I've never felt like I'm not your daughter before, or that..."	1	"I don't understand. I've never felt like I'm not your daughter before, or that..."
Ramz e Ishq	19	https://www.youtube.com/watch?v=4tO33a-tBAc	28:38:00	29:07:00	?? ???? ????? ?? ??? ???? ?? ??? ??? ???? ?? ???? ???? ???	This is my life and I have all the rights to spend it	1	This is my life and I have all the rights to spend it
Ramz e Ishq	16	https://www.youtube.com/watch?v=hiSvhJJUZTM	24:45:00	24:51:00	"??? ? ??? ??? ????? ?? ?"	"Yes, I will wear it,"	1	"Yes, I will wear it,"
Siyah	36	https://www.youtube.com/watch?v=OLaTDdD7yJ8	21:37	21:39	?? ?? ??? ??? ??????	thank you very much.	1	thank you very much.
Seerat e Mustaqeem (S3)	19	https://www.youtube.com/watch?v=rcDsGTWbRQg	15:42	15:48	???? ?? ???? ??? ?? ?????? ???? ?? ???	Will meet on marriage well and	1	Will meet on marriage well and
Ghair	19	https://www.youtube.com/watch?v=KNJ9JTGX-q0	34:56:00	35:09:00	"??? ?? ??? ???? ??? ???? ????? ?? ??? ???? ?? ? ??? ???? ???? ???? ??? ??? ??? ???"	"Nobody ever valued my loss, accepting it comes later."	1	"Nobody ever valued my loss, accepting it comes later."
Raqs e Bismil	4	https://www.youtube.com/watch?v=K5r7lzJAuTw	26:36:00	26:38:00	"?? ??? ???… ??? ??? ??? ??? ?? ?? ???? ??? ??? ?? ????? ???? ????? ??? ?"	"Just once… just once I want to make them lose their false esteem,"	1	"Just once… just once I want to make them lose their false esteem,"
Nand	112	https://www.youtube.com/watch?v=pSIftbUESxY	15:11	15:14	?? ??? ?? ????? ??? ?? ???? ?? ???? ?? ??? ???? ????	Don't you worry. Everything will be fine with God's will	1	Don't you worry. Everything will be fine with God's will
Ramz e Ishq	25	https://www.youtube.com/watch?v=-sTQhQH0FAM	7:48	7:52	"?? ???? ?? ? ??? ???? ?? ?"	"Its good, let him,"	1	"Its good, let him,"
Nand	106	https://www.youtube.com/watch?v=Eb8GtiBnvcQ	38:08:00	38:10:00	??? ??? ?? ????? ?? ???? ??? ????? ???? ??!	I will complain about Sundus to Khurram!	1	I will complain about Sundus to Khurram!
Ramz e Ishq	26	https://www.youtube.com/watch?v=7H_jVAS4dTs	14:20	14:22	"???? ?? ? ??? ???? ??? ?????? ?? ????? ???? ???"	"Fine, lets watch a good movie."	1	"Fine, lets watch a good movie."
Ghair	20	https://www.youtube.com/watch?v=0euCqaPJ8TY	33:07:00	33:07:00	???? ??? ?? ????? ?????? ????	But then you get sick.	1	But then you get sick.
Nand	81	https://www.youtube.com/watch?v=MKYyYA3lhac	18:20	18:30	???? ????? ??? ?? ???? ?? ?? ???? ???? ???? ?????? ??? ???? ?????? ??	I realized how kind hearted Rabi is on my first meeting with her	1	I realized how kind hearted Rabi is on my first meeting with her
Nand	69	https://www.youtube.com/watch?v=rX7rp-RHWYk	8:25	8:33	???? ?? ??????? ?? ?? ?? ?? ?? ???? ??? ?? ?? ?? ???? ??? ???? ???? ??? ??? ???? ??? ???? ???? ???!	Gauhar by giving me this ring you have proved that you love and adore me a lot!	1	Gauhar by giving me this ring you have proved that you love and adore me a lot!
Raqs e Bismil	22	https://www.youtube.com/watch?v=AunrH6ehsYQ	29:12:00	29:18:00	??… ??? ????? ???? ???? ??? ??? ???? ?? ????? ????? ????…	He… he would have constantly tormented and tortured her…	1	He… he would have constantly tormented and tortured her…
Ghair	3	https://www.youtube.com/watch?v=Cf63cHvPmuU	36:34:00	36:34:00	??? ??? ?? ?? ???? ???? ???	Yes I'll get them.	1	Yes I'll get them.
Raqs e Bismil	5	https://www.youtube.com/watch?v=DERpFuHMYds	31:13:00	31:18:00	???? ??? ???? ????? ?? ?? ???? ??? ?? ???? ???????	But I don’t want him to get humiliated because of me.	1	But I don’t want him to get humiliated because of me.
Siyah	28	https://www.youtube.com/watch?v=LPnNXsAfdYo	11:52	11:57	???? ???? ???? ?? ?? ?????? ???	I don’t think they can go to	1	I don’t think they can go to
Nand	86	https://www.youtube.com/watch?v=-AKBSbOgb_U	7:30	7:34	"???? ???? ??? ? ?? ????? ???? ?? ??? ????"	"No my child, why are you apologizing?"	1	"No my child, why are you apologizing?"
Nand	55	https://www.youtube.com/watch?v=1e9tbD4E7rY	9:53	9:58	??? ?? ???? ???? ?? ?? ???? ???? ?????	"If she was here, this wouldn't be happening today."	1	"If she was here, this wouldn't be happening today."
Siyah	29	https://www.youtube.com/watch?v=mQdjlCsawiE	34:26:00	34:30:00	?? ???? ??? ??? ??!	You are lying!	1	You are lying!
Tark e Wafa	1	https://www.youtube.com/watch?v=lcX6kaafFiw	26:11:00	26:19:00	"???? ???? ?? ?? ?? ???? ??? ???? ?? ??? ??? ? ?? ?????? ???? ??????"	"I think we are wasting our time, this merger cannot happen"	1	"I think we are wasting our time, this merger cannot happen"
Ghair	6	https://www.youtube.com/watch?v=tKy1SCThHPg	28:05:00	28:11:00	??? ??? ?? ????? ?? ??????? ??? ????? ???? ??	can push a person into the darkness of regret	1	can push a person into the darkness of regret
Nand	91	https://www.youtube.com/watch?v=45XFGy53Tg8	34:56:00	35:02:00	??? ???? ??? ?? ?? ????? ????? ???? ?? ??? ???? ?? ?????? ???? ?????? ????	Take an idea that we both aren't able to compete Gohar even when united.	1	Take an idea that we both aren't able to compete Gohar even when united.
Ghair	20	https://www.youtube.com/watch?v=0euCqaPJ8TY	30:06:00	30:12:00	?? ?? ???? ?? ????? ?? ??? ???? ?? ???? ??? ???? ??? ?? ??? ???? ?? ????? ???? ???	You snatched Wafa's shelter to save Shifa? You hid behind a girl?	1	You snatched Wafa's shelter to save Shifa? You hid behind a girl?
Seerat e Mustaqeem S3	1	https://www.youtube.com/watch?v=x_7OFeByIvc	13:15	13:17	???? ?? ???? ??? ???? ??? ??	Water woman will not either	1	Water woman will not either
Nand	94	https://www.youtube.com/watch?v=UjXIYsfChEw	31:12:00	31:22:00	???? ???? ???? ???? ?? ?? ?? ?? ?? ?? ??? ??? ?? ?? ???? ??? ??? ?????? ?? ??? ?? ?? ??????	I don't understand what did Gul say to her that she became helpless to take such a big step.	1	I don't understand what did Gul say to her that she became helpless to take such a big step.
Raqs e Bismil	5	https://www.youtube.com/watch?v=DERpFuHMYds	23:58	24:02:00	??? ?? ?? ??? ??? ???? ?? ???? ???? ?? ???? ?? ?? ???? ?? ????? ???? ????	I’ll ask him for the money but father’s never refused you money.	1	I’ll ask him for the money but father’s never refused you money.
Ramz e Ishq	14	https://www.youtube.com/watch?v=e4a5UcSPjQs	19:34	19:34	??? ??? ???? ???? ???	I will not do it again.	1	I will not do it again.
Ramz e Ishq	22	https://www.youtube.com/watch?v=-HiRw2razGM	23:47	23:51	???? ?? ???? ??? ??? ?? ???? ??? ???	Sir he won’t come. He won’t come.	1	Sir he won’t come. He won’t come.
Siyah	26	https://www.youtube.com/watch?v=92kALncn2Rg	22:58	23:03	??? ?? ???? ?? ???? ??????	I don’t know that girl.	1	I don’t know that girl.
Nand	80	https://www.youtube.com/watch?v=3KMraTq4iPU	39:18:00	39:23:00	"?? ???? ???? ??? ? ?? ?? ???? ??? ?? ?? ???? ???? ??? ???? ????? ??"	"You're right, ever since Gauhar has come it's become so difficult to live here"	1	"You're right, ever since Gauhar has come it's become so difficult to live here"
Ghair	8	https://www.youtube.com/watch?v=kBv7-z2UBGU	28:58:00	29:03:00	"?? ????? ? ???? ???? ????? ??? ?? ?? ?? ??? ?? ??? ??? ??"	"In fact, I had no idea that she would speak like this"	1	"In fact, I had no idea that she would speak like this"
Nand	111	https://www.youtube.com/watch?v=JGpbWPtm358	24:32:00	24:38:00	?? ?? ?????? ???? ?? ????? ??	Sorry to disturb you Hasan	1	Sorry to disturb you Hasan
Ramz e Ishq	19	https://www.youtube.com/watch?v=4tO33a-tBAc	25:12:00	25:12:00	?? ??? ?? ?? ??? ???? ?????? ???	I will not ask you anything now.	1	I will not ask you anything now.
Ramz e Ishq	21	https://www.youtube.com/watch?v=pbC04SCeub0	34:58:00	35:02:00	??? ??? ??? ???? ?? ???? ???? ????? ????	I don’t believe in any other relation.	1	I don’t believe in any other relation.
Siyah	24	https://www.youtube.com/watch?v=rDdesnIJrIo	30:39:00	30:42:00	???? ??? ???? ???? ???? ?? ?? ??? ???? ???	Strange? I don’t even think he is a man.	1	Strange? I don’t even think he is a man.
Siyah	4	https://www.youtube.com/watch?v=jLYpgJm1SB0	13:36	13:40	"???? ?? ? ????? ??? ???? ??? ???? ??"	"Okay, there is no place in the hostel"	1	"Okay, there is no place in the hostel"
Raqs e Bismil	20	https://www.youtube.com/watch?v=TbdpebM2hKs	31:31:00	31:36:00	??? ?? ?? ???? ??? ???? ?? ???? ????	I couldn’t even die without her.	1	I couldn’t even die without her.
Nand	88	https://www.youtube.com/watch?v=lBIEopkSGbA	33:17:00	33:22:00	?? ??? ?????? ???? ??? ?? ?? ?? ??? ?? ?????	She is a clever woman. Do not consider her any less.	1	She is a clever woman. Do not consider her any less.
Nand	90	https://www.youtube.com/watch?v=4RCMx-BwXbU	21:17	21:24	?????? ?? ??? ????? ????	What was the need to run away?	1	What was the need to run away?
Tark e Wafa	8	https://www.youtube.com/watch?v=pxsq5C0q2MA	36:36:00	36:38:00	???? ??? ???? ?? ?? ?????? ?? ?? ???? ????? ?? ???? ????? ??? ??? ????? ????? ???? ?? ?????? ?? ????? ??? ?????	Please don't tell me that you will wear your boring dull clothes. Wear something different so that you may look different from others.	1	Please don't tell me that you will wear your boring dull clothes. Wear something different so that you may look different from others.
Tark e Wafa	5	https://www.youtube.com/watch?v=DqSsgkfMMV0	10:56	10:59	"??? ???? ? ?? ?? ?????!"	"great, thank you!"	1	"great, thank you!"
Ramz e Ishq	15	https://www.youtube.com/watch?v=yq-npTHh6Xg	21:42	21:43	????? ??? ??? ???? ??? ??	actually the poison has spread a lot	1	actually the poison has spread a lot
Seerat e Mustaqeem (S3)	3	https://www.youtube.com/watch?v=OXt_ZZlCy84	2:51	2:52	??? ?? ???? ?? ??? ?? ??? ???? ???? ???? ???	And not even your attention in waste button	1	And not even your attention in waste button
Ramz e Ishq	19	https://www.youtube.com/watch?v=4tO33a-tBAc	26:06:00	26:08:00	"???? ?? ?? ???? ???? ???? ?? ????? ???? ??? ??? ?"	"But he made me dead while I am alive,"	1	"But he made me dead while I am alive,"
Siyah	33	https://www.youtube.com/watch?v=CgyfEgviCwc	14:27	14:30	??? ?? ?? ???? ?? ?? ????? ???? ????	and her wedding was affected by it.	1	and her wedding was affected by it.
Tark e Wafa	22	https://www.youtube.com/watch?v=TFBs-e8i7fg	16:13	16:18	"??? ? ?? ?? ?? ?? ?? ??? ???? ?????"	"Sister, you just have to support him."	1	"Sister, you just have to support him."
Ghair	16	https://www.youtube.com/watch?v=mCc8nl_bTF0	12:53	12:58	"??? ?? ??? ?? ??? ?? ???? ??? ??? ?? ? ?? ??? ??? ???? ?? ??? ????"	"I talked about Hawa's blood, why are you taking it on yourself?"	1	"I talked about Hawa's blood, why are you taking it on yourself?"
Siyah	33	https://www.youtube.com/watch?v=CgyfEgviCwc	32:58:00	33:00:00	???? ???? ?? ??? ?? ??? ????	robbed my father and left?	1	robbed my father and left?
Nand	79	https://www.youtube.com/watch?v=sfW5LTOJ2eg	2:31	2:34	?? ?? ?? ?? ??? ????? ?? ??? ?? ?? ?? ?? ?? ????? ??? ?? ????? ????? ?? ??? ??	He's continuously criticizing me in front of you while you're enjoying every bit of it	1	He's continuously criticizing me in front of you while you're enjoying every bit of it
Ghair	36	https://www.youtube.com/watch?v=llK3JoJuLEs	30:35:00	30:39:00	?? ????? ???? ???? ????? ?? ??? ???? ??	you shall always be with me like this forever	1	you shall always be with me like this forever
Ramz e Ishq	21	https://www.youtube.com/watch?v=pbC04SCeub0	35:38:00	35:45:00	"???? ?? ??? ? ???? ???? ?"	"Don’t say no like this,"	1	"Don’t say no like this,"
Ghair	28	https://www.youtube.com/watch?v=obZA8T_bzmw	16:58	17:02	?? ???? ???? ???? ???? ?? ??? ??? ??? ?? ?? ?? ???? ??? ??? ??? ???	why are you doing this to me? What wrong have I done with you?	1	why are you doing this to me? What wrong have I done with you?
Ghair	25	https://www.youtube.com/watch?v=y02JB_MAKPw	27:01:00	27:03:00	"??? ????? ??? ?? ?? ??? ??? ????? ?? ? ??? ?? ??? ??? ????? ??!"	"I knew it you will end her, kill her one day!"	1	"I knew it you will end her, kill her one day!"
Siyah	4	https://www.youtube.com/watch?v=jLYpgJm1SB0	5:08	5:13	????? ???? ????? ????? ??? ????? ???	Suffer Make me suffer more	1	Suffer Make me suffer more
Tark e Wafa	24	https://www.youtube.com/watch?v=lBxnsHRA4Ws	6:01	6:04	?? ?? ??? ?? ?? ?? ??? ???? ?? ?? ???? ???? ?? ???? ??? ??	now its the time that you shall also bless Maryam with the bottom of your heart	1	now its the time that you shall also bless Maryam with the bottom of your heart
Ramz e Ishq	26	https://www.youtube.com/watch?v=7H_jVAS4dTs	8:40	8:42	?? ?? ?? ?? ???? ??? ??? ????	that we are happy in your happiness.	1	that we are happy in your happiness.
Raqs e Bismil	1	https://www.youtube.com/watch?v=4ynZBaepMhQ	25:03:00	25:05:00	??? ????? ?? ?? ????? ?? ?? ?? ???? ?? ??? ???? ???!	Who knows how they’ve treated her!	1	Who knows how they’ve treated her!
Raqs e Bismil	14	https://www.youtube.com/watch?v=M-Ndz7JiweI	34:04:00	34:06:00	?? ?? ??? ???? ?? ?? ?? ??????? ?????? ?? ?? ?? ??? ???? ?? ???? ??? ???	He does everything that will allow beautiful girls to flit around him.	1	He does everything that will allow beautiful girls to flit around him.
Raqs e Bismil	6	https://www.youtube.com/watch?v=EJ1myhjdiw8	9:26	9:29	??? ?? ???? ?? ?? ?? ??? ???? ?? ??? ?? ???!	Just do whatever you have to do quickly for God’s sake!	1	Just do whatever you have to do quickly for God’s sake!
Nand	57	https://www.youtube.com/watch?v=ocN7u3E0uKA	31:48:00	31:53:00	??? ??? ??? ??? ?? ?? ?? ?? ????? ???? ????	His life would be better if sister recovers	1	His life would be better if sister recovers
Ghair	32	https://www.youtube.com/watch?v=pOy9eq9TmH8	15:59	16:10	"????? ???? ????? ??? ?? ?? ?? ??? ???? ???? ??? ??? ??? ? ??? ??? ??? ????? ?? ??? ??? ???? ???? ????"	"Look I'm sorry. It wasn't for you. Once again, I'm feeling very bad so please."	1	"Look I'm sorry. It wasn't for you. Once again, I'm feeling very bad so please."
Ramz e Ishq	14	https://www.youtube.com/watch?v=e4a5UcSPjQs	20:59	21:02	???? ?? ???? ???? ???? ????? ????	Maybe he didn’t want to live here.	1	Maybe he didn’t want to live here.
Ghair	19	https://www.youtube.com/watch?v=KNJ9JTGX-q0	32:10:00	32:16:00	???? ???? ??? ??? ??? ???? ?? ??? ???? ???? ??????	This isn't so. I just don't want to wrong Wafa.	1	This isn't so. I just don't want to wrong Wafa.
Nand	69	https://www.youtube.com/watch?v=rX7rp-RHWYk	15:25	15:29	??? ??? ??? ?? ??? ??? ?? ???? ??? ??? ?? ?? ?? ???? ?? ?? ?? ?? ?? ??? ?? ???? ??? ?? ?? ??!	And if sister has gifted it someone that means that she has given that person her life!	1	And if sister has gifted it someone that means that she has given that person her life!
Ghair	22	https://www.youtube.com/watch?v=tqs0R9TFSsI	4:44	4:46	"???? ???? ?? ???? ?? ????? ? ?? ???? ????? ?? ??? ???"	"Instead of giving me any solution, you are threatening me"	1	"Instead of giving me any solution, you are threatening me"
Nand	105	https://www.youtube.com/watch?v=PvUNbyLBJME	4:44	4:47	?? ??? ???? ??? ?? ??? ??? ???? ???? ??? ?? ?? ???? ????? ???? ??	What else do you expect from a person with no character	1	What else do you expect from a person with no character
Nand	77	https://www.youtube.com/watch?v=dHwur79fcxA	31:33:00	31:36:00	"??? ?? ???? ???? ?? ??? ????? ??? ? ???? ????? ?? ?? ??? ???"	"believe me this was unintentional, I'm sorry for what happened"	1	"believe me this was unintentional, I'm sorry for what happened"
Seerat e Mustaqeem	8	https://www.youtube.com/watch?v=lo42YXJRz9Q	1:56	1:59	??? ?? ?? ??? ?? ??? ??? ?? ??? ???? ????	I came from your house or not very good	1	I came from your house or not very good
Raqs e Bismil	13	https://www.youtube.com/watch?v=EktTBxtainM	35:53:00	35:56:00	"??? ??… ?? ??? ???? ? ???? ???? ????"	"And you… you’re one strange, crazy girl."	1	"And you… you’re one strange, crazy girl."
Nand	101	https://www.youtube.com/watch?v=xM2BS120Vlg	30:57:00	31:11:00	?? ???? ????? ?? ???? ??? ?? ????? ??? ??? ?? ???? ????? ????? ?????? ??	Now the purpose of my life is only to win hearts and live a peaceful life with Hasan	1	Now the purpose of my life is only to win hearts and live a peaceful life with Hasan
